 time            v(clk)          v(voutp)        v(voutn)        v(vinp)         v(vinn)        
 2.94086113e-06  0.00000000e+00  1.51449147e-05  1.79664103e-05  7.39694306e-01  7.50000000e-01 
 2.94104331e-06  0.00000000e+00  1.00635822e-05  1.19435021e-05  7.39695217e-01  7.50000000e-01 
 2.94127472e-06  0.00000000e+00  5.90733178e-06  7.00941978e-06  7.39696374e-01  7.50000000e-01 
 2.94154990e-06  0.00000000e+00  3.05092649e-06  3.61200041e-06  7.39697749e-01  7.50000000e-01 
 2.94191484e-06  0.00000000e+00  1.16381207e-06  1.36398880e-06  7.39699574e-01  7.50000000e-01 
 2.94238878e-06  0.00000000e+00  2.25606598e-07  2.44489838e-07  7.39701944e-01  7.50000000e-01 
 2.94309043e-06  0.00000000e+00 -8.08569683e-08 -1.22489475e-07  7.39705452e-01  7.50000000e-01 
 2.94421599e-06  0.00000000e+00 -2.12693975e-08 -5.25521662e-08  7.39711080e-01  7.50000000e-01 
 2.94646711e-06  0.00000000e+00  1.12936015e-07  1.07115285e-07  7.39722336e-01  7.50000000e-01 
 2.95096935e-06  0.00000000e+00  1.53827333e-07  1.55962077e-07  7.39744847e-01  7.50000000e-01 
 2.95944539e-06  0.00000000e+00  1.45856101e-07  1.46516929e-07  7.39787227e-01  7.50000000e-01 
 2.97639747e-06  0.00000000e+00  1.42266283e-07  1.42239062e-07  7.39871987e-01  7.50000000e-01 
 3.00200000e-06  0.00000000e+00  1.42343380e-07  1.42330694e-07  7.40000000e-01  7.50000000e-01 
 3.00200100e-06  1.50000000e-01 -7.15102345e-03 -7.15102336e-03  7.40000005e-01  7.50000000e-01 
 3.00200300e-06  4.50000000e-01 -2.26178895e-02 -2.26178893e-02  7.40000015e-01  7.50000000e-01 
 3.00200700e-06  1.05000000e+00 -5.48344523e-02 -5.48344525e-02  7.40000035e-01  7.50000000e-01 
 3.00201000e-06  1.50000000e+00 -7.28689118e-02 -7.28689162e-02  7.40000050e-01  7.50000000e-01 
 3.00201042e-06  1.50000000e+00 -7.32860441e-02 -7.32860506e-02  7.40000052e-01  7.50000000e-01 
 3.00201127e-06  1.50000000e+00 -7.33125894e-02 -7.33126060e-02  7.40000056e-01  7.50000000e-01 
 3.00201296e-06  1.50000000e+00 -7.30497304e-02 -7.30498838e-02  7.40000065e-01  7.50000000e-01 
 3.00201635e-06  1.50000000e+00 -7.28428420e-02 -7.28437716e-02  7.40000082e-01  7.50000000e-01 
 3.00202152e-06  1.50000000e+00 -7.28207855e-02 -7.28235249e-02  7.40000108e-01  7.50000000e-01 
 3.00202756e-06  1.50000000e+00 -7.28783477e-02 -7.28834990e-02  7.40000138e-01  7.50000000e-01 
 3.00203860e-06  1.50000000e+00 -7.29666592e-02 -7.29762421e-02  7.40000193e-01  7.50000000e-01 
 3.00206067e-06  1.50000000e+00 -7.31014640e-02 -7.31197360e-02  7.40000303e-01  7.50000000e-01 
 3.00210481e-06  1.50000000e+00 -7.33508739e-02 -7.33861245e-02  7.40000524e-01  7.50000000e-01 
 3.00219310e-06  1.50000000e+00 -7.38222603e-02 -7.38901224e-02  7.40000965e-01  7.50000000e-01 
 3.00236967e-06  1.50000000e+00 -7.46624366e-02 -7.47905465e-02  7.40001848e-01  7.50000000e-01 
 3.00272281e-06  1.50000000e+00 -7.60239796e-02 -7.62548575e-02  7.40003614e-01  7.50000000e-01 
 3.00330969e-06  1.50000000e+00 -7.76303114e-02 -7.79811619e-02  7.40006548e-01  7.50000000e-01 
 3.00404001e-06  1.50000000e+00 -7.88138592e-02 -7.92008567e-02  7.40010200e-01  7.50000000e-01 
 3.00508765e-06  1.50000000e+00 -7.92713318e-02 -7.93412001e-02  7.40015438e-01  7.50000000e-01 
 3.00643460e-06  1.50000000e+00 -7.78155296e-02 -7.63952836e-02  7.40022173e-01  7.50000000e-01 
 3.00838595e-06  1.50000000e+00 -7.14134133e-02 -6.44815752e-02  7.40031930e-01  7.50000000e-01 
 3.01103856e-06  1.50000000e+00 -5.43244725e-02 -3.17457828e-02  7.40045193e-01  7.50000000e-01 
 3.01496550e-06  1.50000000e+00 -1.24635782e-02  5.08715218e-02  7.40064827e-01  7.50000000e-01 
 3.02059042e-06  1.50000000e+00  7.42871449e-02  2.22658802e-01  7.40092952e-01  7.50000000e-01 
 3.02620992e-06  1.50000000e+00  8.26823841e-02  4.23104726e-01  7.40121050e-01  7.50000000e-01 
 3.03320638e-06  1.50000000e+00  2.63906042e-03  6.76280094e-01  7.40156032e-01  7.50000000e-01 
 3.03939976e-06  1.50000000e+00  6.02601802e-04  8.99578053e-01  7.40186999e-01  7.50000000e-01 
 3.04655666e-06  1.50000000e+00  2.12930946e-04  1.14349252e+00  7.40222783e-01  7.50000000e-01 
 3.05699501e-06  1.50000000e+00  4.14601518e-05  1.43965560e+00  7.40274975e-01  7.50000000e-01 
 3.06451000e-06  1.50000000e+00  6.01115896e-06  1.50017400e+00  7.40312550e-01  7.50000000e-01 
 3.06451100e-06  1.35000000e+00  4.62361055e-03  1.50470499e+00  7.40312555e-01  7.50000000e-01 
 3.06451300e-06  1.05000000e+00  1.40265000e-02  1.51464369e+00  7.40312565e-01  7.50000000e-01 
 3.06451700e-06  4.50000000e-01  2.97837527e-02  1.50207931e+00  7.40312585e-01  7.50000000e-01 
 3.06452000e-06  6.23989749e-12  3.24976490e-02  1.43338787e+00  7.40312600e-01  7.50000000e-01 
 3.06452059e-06  0.00000000e+00  2.83866270e-02  1.41053222e+00  7.40312603e-01  7.50000000e-01 
 3.06452176e-06  0.00000000e+00  1.93283809e-02  1.36291473e+00  7.40312609e-01  7.50000000e-01 
 3.06452410e-06  0.00000000e+00  5.31849057e-03  1.26770993e+00  7.40312620e-01  7.50000000e-01 
 3.06452843e-06  0.00000000e+00 -9.13171574e-03  1.09593801e+00  7.40312642e-01  7.50000000e-01 
 3.06453711e-06  0.00000000e+00 -2.05511683e-02  7.81209308e-01  7.40312686e-01  7.50000000e-01 
 3.06455229e-06  0.00000000e+00 -2.24195902e-02  3.46767511e-01  7.40312761e-01  7.50000000e-01 
 3.06457138e-06  0.00000000e+00 -1.14872959e-02  6.86042754e-02  7.40312857e-01  7.50000000e-01 
 3.06459148e-06  0.00000000e+00 -2.42933988e-03 -1.24939532e-02  7.40312957e-01  7.50000000e-01 
 3.06461260e-06  0.00000000e+00  1.20964265e-03 -1.65511982e-02  7.40313063e-01  7.50000000e-01 
 3.06463524e-06  0.00000000e+00  1.46077292e-03 -6.79622006e-03  7.40313176e-01  7.50000000e-01 
 3.06466878e-06  0.00000000e+00  6.86696473e-04 -2.05633180e-04  7.40313344e-01  7.50000000e-01 
 3.06473157e-06  0.00000000e+00  1.21899870e-04  1.13447844e-03  7.40313658e-01  7.50000000e-01 
 3.06485717e-06  0.00000000e+00  6.54711713e-05  3.90013710e-04  7.40314286e-01  7.50000000e-01 
 3.06503954e-06  0.00000000e+00  8.51355574e-05  9.42649895e-05  7.40315198e-01  7.50000000e-01 
 3.06523526e-06  0.00000000e+00  6.13693112e-05  6.24534746e-05  7.40316176e-01  7.50000000e-01 
 3.06540181e-06  0.00000000e+00  4.20634898e-05  4.82947318e-05  7.40317009e-01  7.50000000e-01 
 3.06555148e-06  0.00000000e+00  3.01577851e-05  3.54607247e-05  7.40317757e-01  7.50000000e-01 
 3.06569516e-06  0.00000000e+00  2.19949837e-05  2.58448666e-05  7.40318476e-01  7.50000000e-01 
 3.06586085e-06  0.00000000e+00  1.52385635e-05  1.78950136e-05  7.40319304e-01  7.50000000e-01 
 3.06604288e-06  0.00000000e+00  1.01294606e-05  1.18999402e-05  7.40320214e-01  7.50000000e-01 
 3.06627425e-06  0.00000000e+00  5.94666460e-06  6.98477600e-06  7.40321371e-01  7.50000000e-01 
 3.06654919e-06  0.00000000e+00  3.07308150e-06  3.60197858e-06  7.40322746e-01  7.50000000e-01 
 3.06691399e-06  0.00000000e+00  1.17265673e-06  1.36152704e-06  7.40324570e-01  7.50000000e-01 
 3.06738747e-06  0.00000000e+00  2.27608948e-07  2.45639421e-07  7.40326937e-01  7.50000000e-01 
 3.06808858e-06  0.00000000e+00 -8.19189725e-08 -1.21056986e-07  7.40330443e-01  7.50000000e-01 
 3.06921244e-06  0.00000000e+00 -2.25078885e-08 -5.19963941e-08  7.40336062e-01  7.50000000e-01 
 3.07146017e-06  0.00000000e+00  1.12551992e-07  1.07037082e-07  7.40347301e-01  7.50000000e-01 
 3.07595562e-06  0.00000000e+00  1.53886277e-07  1.55893816e-07  7.40369778e-01  7.50000000e-01 
 3.08441728e-06  0.00000000e+00  1.45892922e-07  1.46517774e-07  7.40412086e-01  7.50000000e-01 
 3.10134059e-06  0.00000000e+00  1.42266754e-07  1.42241382e-07  7.40496703e-01  7.50000000e-01 
 3.12700000e-06  6.35274710e-11  1.42342558e-07  1.42330538e-07  7.40625000e-01  7.50000000e-01 
 3.12700100e-06  1.50000000e-01 -7.15102344e-03 -7.15102336e-03  7.40625005e-01  7.50000000e-01 
 3.12700300e-06  4.50000000e-01 -2.26178895e-02 -2.26178894e-02  7.40625015e-01  7.50000000e-01 
 3.12700700e-06  1.05000000e+00 -5.48344523e-02 -5.48344525e-02  7.40625035e-01  7.50000000e-01 
 3.12701000e-06  1.50000000e+00 -7.28689122e-02 -7.28689164e-02  7.40625050e-01  7.50000000e-01 
 3.12701042e-06  1.50000000e+00 -7.32860441e-02 -7.32860502e-02  7.40625052e-01  7.50000000e-01 
 3.12701127e-06  1.50000000e+00 -7.33125957e-02 -7.33126112e-02  7.40625056e-01  7.50000000e-01 
 3.12701296e-06  1.50000000e+00 -7.30497496e-02 -7.30498937e-02  7.40625065e-01  7.50000000e-01 
 3.12701634e-06  1.50000000e+00 -7.28429134e-02 -7.28437858e-02  7.40625082e-01  7.50000000e-01 
 3.12702152e-06  1.50000000e+00 -7.28209614e-02 -7.28235325e-02  7.40625108e-01  7.50000000e-01 
 3.12702756e-06  1.50000000e+00 -7.28786585e-02 -7.28834929e-02  7.40625138e-01  7.50000000e-01 
 3.12703860e-06  1.50000000e+00 -7.29672180e-02 -7.29762114e-02  7.40625193e-01  7.50000000e-01 
 3.12706067e-06  1.50000000e+00 -7.31025021e-02 -7.31196502e-02  7.40625303e-01  7.50000000e-01 
 3.12710482e-06  1.50000000e+00 -7.33528412e-02 -7.33859234e-02  7.40625524e-01  7.50000000e-01 
 3.12719312e-06  1.50000000e+00 -7.38259750e-02 -7.38896622e-02  7.40625966e-01  7.50000000e-01 
 3.12736971e-06  1.50000000e+00 -7.46692590e-02 -7.47894842e-02  7.40626849e-01  7.50000000e-01 
 3.12772288e-06  1.50000000e+00 -7.60357934e-02 -7.62524453e-02  7.40628614e-01  7.50000000e-01 
 3.12830943e-06  1.50000000e+00 -7.76466311e-02 -7.79757150e-02  7.40631547e-01  7.50000000e-01 
 3.12903955e-06  1.50000000e+00 -7.88319876e-02 -7.91946487e-02  7.40635198e-01  7.50000000e-01 
 3.13008661e-06  1.50000000e+00 -7.92798129e-02 -7.93436186e-02  7.40640433e-01  7.50000000e-01 
 3.13143310e-06  1.50000000e+00 -7.77804244e-02 -7.64417364e-02  7.40647166e-01  7.50000000e-01 
 3.13338351e-06  1.50000000e+00 -7.12280383e-02 -6.47055130e-02  7.40656918e-01  7.50000000e-01 
 3.13603532e-06  1.50000000e+00 -5.37318028e-02 -3.24954221e-02  7.40670177e-01  7.50000000e-01 
 3.13996065e-06  1.50000000e+00 -1.08412446e-02  4.87115619e-02  7.40689803e-01  7.50000000e-01 
 3.14558383e-06  1.50000000e+00  7.81555183e-02  2.17645234e-01  7.40717919e-01  7.50000000e-01 
 3.15112525e-06  1.50000000e+00  1.03805032e-01  4.13069854e-01  7.40745626e-01  7.50000000e-01 
 3.15864688e-06  1.50000000e+00  2.92436656e-03  6.79869020e-01  7.40783234e-01  7.50000000e-01 
 3.16422246e-06  1.50000000e+00  6.63296072e-04  8.78582279e-01  7.40811112e-01  7.50000000e-01 
 3.17088232e-06  1.50000000e+00  3.23726218e-04  1.10427071e+00  7.40844412e-01  7.50000000e-01 
 3.18072749e-06  1.50000000e+00  5.10437995e-05  1.40049790e+00  7.40893637e-01  7.50000000e-01 
 3.18951000e-06  1.50000000e+00  8.23815248e-06  1.49733623e+00  7.40937550e-01  7.50000000e-01 
 3.18951100e-06  1.35000000e+00  4.62721168e-03  1.50187403e+00  7.40937555e-01  7.50000000e-01 
 3.18951300e-06  1.05000000e+00  1.40343920e-02  1.51182931e+00  7.40937565e-01  7.50000000e-01 
 3.18951700e-06  4.50000000e-01  2.98015530e-02  1.49929236e+00  7.40937585e-01  7.50000000e-01 
 3.18952000e-06  6.23989749e-12  3.25221984e-02  1.43061367e+00  7.40937600e-01  7.50000000e-01 
 3.18952059e-06  0.00000000e+00  2.84125520e-02  1.40776214e+00  7.40937603e-01  7.50000000e-01 
 3.18952176e-06  0.00000000e+00  1.93560187e-02  1.36015471e+00  7.40937609e-01  7.50000000e-01 
 3.18952410e-06  0.00000000e+00  5.34470258e-03  1.26497406e+00  7.40937620e-01  7.50000000e-01 
 3.18952843e-06  0.00000000e+00 -9.11523772e-03  1.09328308e+00  7.40937642e-01  7.50000000e-01 
 3.18953711e-06  0.00000000e+00 -2.05522984e-02  7.78840526e-01  7.40937686e-01  7.50000000e-01 
 3.18955230e-06  0.00000000e+00 -2.23906582e-02  3.44922039e-01  7.40937761e-01  7.50000000e-01 
 3.18957150e-06  0.00000000e+00 -1.13977623e-02  6.70856063e-02  7.40937857e-01  7.50000000e-01 
 3.18959162e-06  0.00000000e+00 -2.36895184e-03 -1.28527698e-02  7.40937958e-01  7.50000000e-01 
 3.18961286e-06  0.00000000e+00  1.24022653e-03 -1.65468165e-02  7.40938064e-01  7.50000000e-01 
 3.18963550e-06  0.00000000e+00  1.46412976e-03 -6.73907831e-03  7.40938178e-01  7.50000000e-01 
 3.18966930e-06  0.00000000e+00  6.80921197e-04 -1.64678042e-04  7.40938346e-01  7.50000000e-01 
 3.18973261e-06  0.00000000e+00  1.19994791e-04  1.13280386e-03  7.40938663e-01  7.50000000e-01 
 3.18985924e-06  0.00000000e+00  6.64535882e-05  3.82902253e-04  7.40939296e-01  7.50000000e-01 
 3.19004272e-06  0.00000000e+00  8.53030208e-05  9.26256588e-05  7.40940214e-01  7.50000000e-01 
 3.19023766e-06  0.00000000e+00  6.13817808e-05  6.20022300e-05  7.40941188e-01  7.50000000e-01 
 3.19040383e-06  0.00000000e+00  4.21173288e-05  4.79217906e-05  7.40942019e-01  7.50000000e-01 
 3.19055337e-06  0.00000000e+00  3.02125229e-05  3.51755306e-05  7.40942767e-01  7.50000000e-01 
 3.19069710e-06  0.00000000e+00  2.20338144e-05  2.56315207e-05  7.40943486e-01  7.50000000e-01 
 3.19086265e-06  0.00000000e+00  1.52708749e-05  1.77527811e-05  7.40944313e-01  7.50000000e-01 
 3.19104528e-06  0.00000000e+00  1.01365810e-05  1.17883139e-05  7.40945226e-01  7.50000000e-01 
 3.19127682e-06  0.00000000e+00  5.94769321e-06  6.91563907e-06  7.40946384e-01  7.50000000e-01 
 3.19155274e-06  0.00000000e+00  3.06477488e-06  3.55643395e-06  7.40947764e-01  7.50000000e-01 
 3.19191812e-06  0.00000000e+00  1.16581756e-06  1.34072526e-06  7.40949591e-01  7.50000000e-01 
 3.19239347e-06  0.00000000e+00  2.22168160e-07  2.38048387e-07  7.40951967e-01  7.50000000e-01 
 3.19309678e-06  0.00000000e+00 -8.36852455e-08 -1.20476820e-07  7.40955484e-01  7.50000000e-01 
 3.19422757e-06  0.00000000e+00 -2.20277384e-08 -4.94418048e-08  7.40961138e-01  7.50000000e-01 
 3.19648915e-06  0.00000000e+00  1.13268672e-07  1.08247993e-07  7.40972446e-01  7.50000000e-01 
 3.20101230e-06  0.00000000e+00  1.53957852e-07  1.55842143e-07  7.40995062e-01  7.50000000e-01 
 3.20953274e-06  0.00000000e+00  1.45839460e-07  1.46413093e-07  7.41037664e-01  7.50000000e-01 
 3.22657360e-06  0.00000000e+00  1.42260883e-07  1.42236230e-07  7.41122868e-01  7.50000000e-01 
 3.25200000e-06  0.00000000e+00  1.42344034e-07  1.42333095e-07  7.41250000e-01  7.50000000e-01 
 3.25200100e-06  1.50000000e-01 -7.15102343e-03 -7.15102336e-03  7.41250005e-01  7.50000000e-01 
 3.25200300e-06  4.50000000e-01 -2.26178895e-02 -2.26178894e-02  7.41250015e-01  7.50000000e-01 
 3.25200700e-06  1.05000000e+00 -5.48344524e-02 -5.48344526e-02  7.41250035e-01  7.50000000e-01 
 3.25201000e-06  1.50000000e+00 -7.28689126e-02 -7.28689166e-02  7.41250050e-01  7.50000000e-01 
 3.25201042e-06  1.50000000e+00 -7.32860442e-02 -7.32860499e-02  7.41250052e-01  7.50000000e-01 
 3.25201127e-06  1.50000000e+00 -7.33126011e-02 -7.33126157e-02  7.41250056e-01  7.50000000e-01 
 3.25201296e-06  1.50000000e+00 -7.30497681e-02 -7.30499029e-02  7.41250065e-01  7.50000000e-01 
 3.25201634e-06  1.50000000e+00 -7.28429854e-02 -7.28438007e-02  7.41250082e-01  7.50000000e-01 
 3.25202152e-06  1.50000000e+00 -7.28211390e-02 -7.28235415e-02  7.41250108e-01  7.50000000e-01 
 3.25202756e-06  1.50000000e+00 -7.28789722e-02 -7.28834891e-02  7.41250138e-01  7.50000000e-01 
 3.25203860e-06  1.50000000e+00 -7.29677817e-02 -7.29761845e-02  7.41250193e-01  7.50000000e-01 
 3.25206068e-06  1.50000000e+00 -7.31035492e-02 -7.31195713e-02  7.41250303e-01  7.50000000e-01 
 3.25210483e-06  1.50000000e+00 -7.33548258e-02 -7.33857357e-02  7.41250524e-01  7.50000000e-01 
 3.25219314e-06  1.50000000e+00 -7.38297216e-02 -7.38892263e-02  7.41250966e-01  7.50000000e-01 
 3.25236975e-06  1.50000000e+00 -7.46761370e-02 -7.47884636e-02  7.41251849e-01  7.50000000e-01 
 3.25272298e-06  1.50000000e+00 -7.60476936e-02 -7.62500959e-02  7.41253615e-01  7.50000000e-01 
 3.25330919e-06  1.50000000e+00 -7.76630164e-02 -7.79703128e-02  7.41256546e-01  7.50000000e-01 
 3.25403913e-06  1.50000000e+00 -7.88501157e-02 -7.91884496e-02  7.41260196e-01  7.50000000e-01 
 3.25508561e-06  1.50000000e+00 -7.92879219e-02 -7.93458246e-02  7.41265428e-01  7.50000000e-01 
 3.25643166e-06  1.50000000e+00 -7.77435471e-02 -7.64870729e-02  7.41272158e-01  7.50000000e-01 
 3.25838115e-06  1.50000000e+00 -7.10359057e-02 -6.49246888e-02  7.41281906e-01  7.50000000e-01 
 3.26103218e-06  1.50000000e+00 -5.31178622e-02 -3.32291513e-02  7.41295161e-01  7.50000000e-01 
 3.26495596e-06  1.50000000e+00 -9.16039500e-03  4.65960491e-02  7.41314780e-01  7.50000000e-01 
 3.27057748e-06  1.50000000e+00  8.21506696e-02  2.12724770e-01  7.41342887e-01  7.50000000e-01 
 3.27604623e-06  1.50000000e+00  1.23592256e-01  4.03340842e-01  7.41370231e-01  7.50000000e-01 
 3.28417321e-06  1.50000000e+00  3.12039214e-03  6.86113665e-01  7.41410866e-01  7.50000000e-01 
 3.28976661e-06  1.50000000e+00  6.83089160e-04  8.82389531e-01  7.41438833e-01  7.50000000e-01 
 3.29609738e-06  1.50000000e+00  3.60901764e-04  1.09414559e+00  7.41470487e-01  7.50000000e-01 
 3.30600498e-06  1.50000000e+00  5.24985092e-05  1.39094359e+00  7.41520025e-01  7.50000000e-01 
 3.31451000e-06  1.50000000e+00  1.04713336e-05  1.49480450e+00  7.41562550e-01  7.50000000e-01 
 3.31451100e-06  1.35000000e+00  4.63065670e-03  1.49934798e+00  7.41562555e-01  7.50000000e-01 
 3.31451300e-06  1.05000000e+00  1.40416351e-02  1.50931721e+00  7.41562565e-01  7.50000000e-01 
 3.31451700e-06  4.50000000e-01  2.98177407e-02  1.49680394e+00  7.41562585e-01  7.50000000e-01 
 3.31452000e-06  6.23989749e-12  3.25445860e-02  1.42813820e+00  7.41562600e-01  7.50000000e-01 
 3.31452059e-06  0.00000000e+00  2.84360890e-02  1.40529032e+00  7.41562603e-01  7.50000000e-01 
 3.31452176e-06  0.00000000e+00  1.93809159e-02  1.35769162e+00  7.41562609e-01  7.50000000e-01 
 3.31452410e-06  0.00000000e+00  5.36813982e-03  1.26253190e+00  7.41562620e-01  7.50000000e-01 
 3.31452844e-06  0.00000000e+00 -9.10054203e-03  1.09091209e+00  7.41562642e-01  7.50000000e-01 
 3.31453711e-06  0.00000000e+00 -2.05534344e-02  7.76718195e-01  7.41562686e-01  7.50000000e-01 
 3.31455230e-06  0.00000000e+00 -2.23657357e-02  3.43238476e-01  7.41562762e-01  7.50000000e-01 
 3.31457161e-06  0.00000000e+00 -1.13087551e-02  6.55793073e-02  7.41562858e-01  7.50000000e-01 
 3.31459178e-06  0.00000000e+00 -2.30604280e-03 -1.32278249e-02  7.41562959e-01  7.50000000e-01 
 3.31461314e-06  0.00000000e+00  1.27193680e-03 -1.65442269e-02  7.41563066e-01  7.50000000e-01 
 3.31463579e-06  0.00000000e+00  1.46788095e-03 -6.68092086e-03  7.41563179e-01  7.50000000e-01 
 3.31466984e-06  0.00000000e+00  6.75120747e-04 -1.22606619e-04  7.41563349e-01  7.50000000e-01 
 3.31473370e-06  0.00000000e+00  1.18045368e-04  1.13147721e-03  7.41563669e-01  7.50000000e-01 
 3.31486142e-06  0.00000000e+00  6.74397424e-05  3.75783416e-04  7.41564307e-01  7.50000000e-01 
 3.31504603e-06  0.00000000e+00  8.54633593e-05  9.09952726e-05  7.41565230e-01  7.50000000e-01 
 3.31524020e-06  0.00000000e+00  6.13891021e-05  6.15488856e-05  7.41566201e-01  7.50000000e-01 
 3.31540597e-06  0.00000000e+00  4.21683691e-05  4.75493267e-05  7.41567030e-01  7.50000000e-01 
 3.31555537e-06  0.00000000e+00  3.02657339e-05  3.48913320e-05  7.41567777e-01  7.50000000e-01 
 3.31569916e-06  0.00000000e+00  2.20715971e-05  2.54190604e-05  7.41568496e-01  7.50000000e-01 
 3.31586455e-06  0.00000000e+00  1.53026433e-05  1.76112747e-05  7.41569323e-01  7.50000000e-01 
 3.31604781e-06  0.00000000e+00  1.01429589e-05  1.16770805e-05  7.41570239e-01  7.50000000e-01 
 3.31627952e-06  0.00000000e+00  5.94820899e-06  6.84672452e-06  7.41571398e-01  7.50000000e-01 
 3.31655645e-06  0.00000000e+00  3.05599820e-06  3.51097540e-06  7.41572782e-01  7.50000000e-01 
 3.31692242e-06  0.00000000e+00  1.15872936e-06  1.31995545e-06  7.41574612e-01  7.50000000e-01 
 3.31739967e-06  0.00000000e+00  2.16618884e-07  2.30479419e-07  7.41576998e-01  7.50000000e-01 
 3.31810523e-06  0.00000000e+00 -8.54492488e-08 -1.19882213e-07  7.41580526e-01  7.50000000e-01 
 3.31924315e-06  0.00000000e+00 -2.15078326e-08 -4.68762906e-08  7.41586216e-01  7.50000000e-01 
 3.32151898e-06  0.00000000e+00  1.14000142e-07  1.09454197e-07  7.41597595e-01  7.50000000e-01 
 3.32607064e-06  0.00000000e+00  1.54026183e-07  1.55786523e-07  7.41620353e-01  7.50000000e-01 
 3.33465196e-06  0.00000000e+00  1.45784660e-07  1.46308653e-07  7.41663260e-01  7.50000000e-01 
 3.35181461e-06  0.00000000e+00  1.42255131e-07  1.42231341e-07  7.41749073e-01  7.50000000e-01 
 3.37700000e-06  0.00000000e+00  1.42345533e-07  1.42335630e-07  7.41875000e-01  7.50000000e-01 
 3.37700100e-06  1.50000000e-01 -7.15102342e-03 -7.15102335e-03  7.41875005e-01  7.50000000e-01 
 3.37700300e-06  4.50000000e-01 -2.26178895e-02 -2.26178894e-02  7.41875015e-01  7.50000000e-01 
 3.37700700e-06  1.05000000e+00 -5.48344525e-02 -5.48344526e-02  7.41875035e-01  7.50000000e-01 
 3.37701000e-06  1.50000000e+00 -7.28689131e-02 -7.28689167e-02  7.41875050e-01  7.50000000e-01 
 3.37701042e-06  1.50000000e+00 -7.32860442e-02 -7.32860495e-02  7.41875052e-01  7.50000000e-01 
 3.37701127e-06  1.50000000e+00 -7.33126067e-02 -7.33126202e-02  7.41875056e-01  7.50000000e-01 
 3.37701296e-06  1.50000000e+00 -7.30497868e-02 -7.30499121e-02  7.41875065e-01  7.50000000e-01 
 3.37701634e-06  1.50000000e+00 -7.28430576e-02 -7.28438156e-02  7.41875082e-01  7.50000000e-01 
 3.37702152e-06  1.50000000e+00 -7.28213170e-02 -7.28235505e-02  7.41875108e-01  7.50000000e-01 
 3.37702757e-06  1.50000000e+00 -7.28792865e-02 -7.28834852e-02  7.41875138e-01  7.50000000e-01 
 3.37703860e-06  1.50000000e+00 -7.29683464e-02 -7.29761573e-02  7.41875193e-01  7.50000000e-01 
 3.37706068e-06  1.50000000e+00 -7.31045983e-02 -7.31194919e-02  7.41875303e-01  7.50000000e-01 
 3.37710484e-06  1.50000000e+00 -7.33568140e-02 -7.33855469e-02  7.41875524e-01  7.50000000e-01 
 3.37719316e-06  1.50000000e+00 -7.38334751e-02 -7.38887882e-02  7.41875966e-01  7.50000000e-01 
 3.37736980e-06  1.50000000e+00 -7.46830276e-02 -7.47874387e-02  7.41876849e-01  7.50000000e-01 
 3.37772307e-06  1.50000000e+00 -7.60596149e-02 -7.62477390e-02  7.41878615e-01  7.50000000e-01 
 3.37830895e-06  1.50000000e+00 -7.76794188e-02 -7.79649037e-02  7.41881545e-01  7.50000000e-01 
 3.37903870e-06  1.50000000e+00 -7.88682033e-02 -7.91822230e-02  7.41885194e-01  7.50000000e-01 
 3.38008461e-06  1.50000000e+00 -7.92956572e-02 -7.93478489e-02  7.41890423e-01  7.50000000e-01 
 3.38143022e-06  1.50000000e+00 -7.77049741e-02 -7.65315174e-02  7.41897151e-01  7.50000000e-01 
 3.38337879e-06  1.50000000e+00 -7.08372208e-02 -6.51398244e-02  7.41906894e-01  7.50000000e-01 
 3.38602904e-06  1.50000000e+00 -5.24831144e-02 -3.39490258e-02  7.41920145e-01  7.50000000e-01 
 3.38995126e-06  1.50000000e+00 -7.42179234e-03  4.45203713e-02  7.41939756e-01  7.50000000e-01 
 3.39557115e-06  1.50000000e+00  8.62716649e-02  2.07888223e-01  7.41967856e-01  7.50000000e-01 
 3.40097437e-06  1.50000000e+00  1.41511439e-01  3.93916426e-01  7.41994872e-01  7.50000000e-01 
 3.40852918e-06  1.50000000e+00  4.34330336e-03  6.51684113e-01  7.42032646e-01  7.50000000e-01 
 3.41367738e-06  1.50000000e+00  8.02772691e-04  8.30971519e-01  7.42058387e-01  7.50000000e-01 
 3.41925172e-06  1.50000000e+00  5.59420657e-04  1.01745517e+00  7.42086259e-01  7.50000000e-01 
 3.42811383e-06  1.50000000e+00  7.07666104e-05  1.29224354e+00  7.42130569e-01  7.50000000e-01 
 3.43951000e-06  1.50000000e+00  1.44956735e-05  1.48710218e+00  7.42187550e-01  7.50000000e-01 
 3.43951100e-06  1.35000000e+00  4.63817841e-03  1.49166065e+00  7.42187555e-01  7.50000000e-01 
 3.43951300e-06  1.05000000e+00  1.40606246e-02  1.50166666e+00  7.42187565e-01  7.50000000e-01 
 3.43951700e-06  4.50000000e-01  2.98655213e-02  1.48922504e+00  7.42187585e-01  7.50000000e-01 
 3.43952000e-06  6.23989749e-12  3.26123943e-02  1.42061279e+00  7.42187600e-01  7.50000000e-01 
 3.43952059e-06  0.00000000e+00  2.85076440e-02  1.39778039e+00  7.42187603e-01  7.50000000e-01 
 3.43952176e-06  0.00000000e+00  1.94566720e-02  1.35021543e+00  7.42187609e-01  7.50000000e-01 
 3.43952410e-06  0.00000000e+00  5.43904221e-03  1.25513163e+00  7.42187620e-01  7.50000000e-01 
