 time            v(vin)          v(vout_buf)     v(vout_st)     
 5.87008310e-04  1.56152270e+00  1.33406610e-02  3.29999998e+00 
 5.87024929e-04  1.57524717e+00  4.19347583e-02  3.30000002e+00 
 5.87047393e-04  1.59379830e+00  2.57565929e-01  3.29999998e+00 
 5.87073819e-04  1.61562121e+00  3.16272207e+00  3.30000002e+00 
 5.87091319e-04  1.63007242e+00  3.27415911e+00  3.29999998e+00 
 5.87107369e-04  1.64332704e+00  3.28775789e+00  3.30000002e+00 
 5.87129061e-04  1.66124019e+00  3.30197157e+00  3.29999999e+00 
 5.87167447e-04  1.69293944e+00  3.29702724e+00  3.30000001e+00 
 5.87244218e-04  1.75633793e+00  3.30279481e+00  3.29999999e+00 
 5.87343005e-04  1.83791668e+00  3.29725177e+00  3.30000001e+00 
 5.87540578e-04  2.00107417e+00  3.30266777e+00  3.29999999e+00 
 5.87873351e-04  2.27588129e+00  3.29737673e+00  3.30000001e+00 
 5.88000000e-04  2.38046903e+00  3.30260611e+00  3.29999999e+00 
 5.88052534e-04  2.36265457e+00  3.30000137e+00  3.30000000e+00 
 5.88157601e-04  2.32702550e+00  3.29999942e+00  3.30000000e+00 
 5.88367735e-04  2.25576738e+00  3.30000154e+00  3.30000000e+00 
 5.88788004e-04  2.11325112e+00  3.29999982e+00  3.30000000e+00 
 5.89000000e-04  2.04136167e+00  3.30000209e+00  3.30000000e+00 
 5.89084054e-04  2.05449137e+00  3.29999952e+00  3.30000000e+00 
 5.89252161e-04  2.08075083e+00  3.29999958e+00  3.30000000e+00 
 5.89588376e-04  2.13326976e+00  3.29999963e+00  3.30000000e+00 
 5.90000000e-04  2.19756801e+00  3.29999971e+00  3.30000000e+00 
 5.90067243e-04  2.15224570e+00  3.30000139e+00  3.30000000e+00 
 5.90201729e-04  2.06160098e+00  3.30000205e+00  3.30000000e+00 
 5.90470701e-04  1.88031155e+00  3.30000344e+00  3.30000000e+00 
 5.90827210e-04  1.64002146e+00  3.28929646e+00  3.30000000e+00 
 5.91000000e-04  1.52355948e+00  1.29052597e-03  3.30000000e+00 
 5.91004772e-04  1.52739716e+00  7.77204731e-04  3.29999995e+00 
 5.91014316e-04  1.53507267e+00  1.47564897e-03  3.30000004e+00 
 5.91033405e-04  1.55042371e+00  5.38709404e-03  3.29999996e+00 
 5.91071582e-04  1.58112578e+00  7.12909125e-02  3.30000004e+00 
 5.91112105e-04  1.61371424e+00  3.13895639e+00  3.29999996e+00 
 5.91139830e-04  1.63601085e+00  3.28597022e+00  3.30000004e+00 
 5.91165763e-04  1.65686582e+00  3.29568866e+00  3.29999997e+00 
 5.91199904e-04  1.68432213e+00  3.30206197e+00  3.30000003e+00 
 5.91250219e-04  1.72478550e+00  3.29788910e+00  3.29999997e+00 
 5.91350849e-04  1.80571224e+00  3.30202075e+00  3.30000003e+00 
 5.91506600e-04  1.93096695e+00  3.29801537e+00  3.29999997e+00 
 5.91818101e-04  2.18147637e+00  3.30193157e+00  3.30000003e+00 
 5.92000000e-04  2.32775927e+00  3.29807807e+00  3.29999997e+00 
 5.92049280e-04  2.31633386e+00  3.29999947e+00  3.30000000e+00 
 5.92147841e-04  2.29348293e+00  3.30000116e+00  3.30000000e+00 
 5.92344962e-04  2.24778107e+00  3.29999955e+00  3.30000000e+00 
 5.92739205e-04  2.15637735e+00  3.30000134e+00  3.30000000e+00 
 5.93000000e-04  2.09591312e+00  3.29999977e+00  3.30000000e+00 
 5.93078849e-04  2.04740915e+00  3.30000175e+00  3.30000000e+00 
 5.93236546e-04  1.95040118e+00  3.30000270e+00  3.30000000e+00 
 5.93551940e-04  1.75638522e+00  3.30000529e+00  3.30000000e+00 
 5.93855224e-04  1.56981906e+00  2.89589471e-02  3.30000000e+00 
 5.94000000e-04  1.48075953e+00 -3.19659614e-04  3.30000000e+00 
 5.94028538e-04  1.48032590e+00  2.25057883e-05  3.30000000e+00 
 5.94085615e-04  1.47945870e+00  2.18475512e-05  3.30000000e+00 
 5.94199768e-04  1.47772430e+00  1.91048398e-05  3.30000000e+00 
 5.94428073e-04  1.47425550e+00  1.62151230e-05  3.30000000e+00 
 5.94884685e-04  1.46731790e+00  1.06363653e-05  3.30000000e+00 
 5.95000000e-04  1.46556585e+00  1.01476586e-05  3.30000000e+00 
 5.95042277e-04  1.49341893e+00  4.73623321e-05  3.30000000e+00 
 5.95126832e-04  1.54912517e+00  4.86171507e-03  3.30000000e+00 
 5.95206566e-04  1.60165587e+00  2.52992472e+00  3.30000000e+00 
 5.95268729e-04  1.64260960e+00  3.29145340e+00  3.30000000e+00 
 5.95329261e-04  1.68248931e+00  3.29942692e+00  3.30000000e+00 
 5.95391547e-04  1.72352479e+00  3.30043268e+00  3.30000000e+00 
 5.95460206e-04  1.76875873e+00  3.29955430e+00  3.30000000e+00 
 5.95597524e-04  1.85922660e+00  3.30042398e+00  3.30000000e+00 
 5.95872160e-04  2.04016235e+00  3.29958043e+00  3.30000000e+00 
 5.96000000e-04  2.12438588e+00  3.30041275e+00  3.30000000e+00 
 5.96054927e-04  2.11586387e+00  3.30000080e+00  3.30000000e+00 
 5.96164782e-04  2.09881974e+00  3.30000028e+00  3.30000000e+00 
 5.96384490e-04  2.06473148e+00  3.30000057e+00  3.30000000e+00 
 5.96823908e-04  1.99655497e+00  3.30000043e+00  3.30000000e+00 
 5.97000000e-04  1.96923398e+00  3.30000075e+00  3.30000000e+00 
 5.97087883e-04  2.01956711e+00  3.29999791e+00  3.30000000e+00 
 5.97263651e-04  2.12023345e+00  3.29999879e+00  3.30000000e+00 
 5.97601917e-04  2.31396727e+00  3.29999911e+00  3.30000000e+00 
 5.98000000e-04  2.54195974e+00  3.29999992e+00  3.30000000e+00 
 5.98067653e-04  2.47844490e+00  3.30000051e+00  3.30000000e+00 
 5.98202960e-04  2.35141504e+00  3.30000115e+00  3.30000000e+00 
 5.98473573e-04  2.09735532e+00  3.30000224e+00  3.30000000e+00 
 5.98851548e-04  1.74250018e+00  3.30001400e+00  3.30000000e+00 
 5.99000000e-04  1.60312943e+00  2.88354632e+00  3.30000000e+00 
 5.99004478e-04  1.60536012e+00  2.95367205e+00  3.29999995e+00 
 5.99013435e-04  1.60982166e+00  3.08497550e+00  3.30000004e+00 
 5.99031348e-04  1.61874474e+00  3.21202959e+00  3.29999996e+00 
 5.99055595e-04  1.63082281e+00  3.27099946e+00  3.30000004e+00 
 5.99104088e-04  1.65497894e+00  3.29780188e+00  3.29999996e+00 
 5.99157756e-04  1.68171238e+00  3.29978524e+00  3.30000003e+00 
 5.99258565e-04  1.73192849e+00  3.30008538e+00  3.29999997e+00 
 5.99405668e-04  1.80520454e+00  3.29990344e+00  3.30000003e+00 
 5.99699872e-04  1.95175665e+00  3.30008799e+00  3.29999997e+00 
 6.00000000e-04  2.10125911e+00  3.29991004e+00  3.30000003e+00 
 6.00049856e-04  2.10565031e+00  3.29999975e+00  3.30000000e+00 
 6.00149568e-04  2.11443267e+00  3.29999983e+00  3.30000000e+00 
 6.00348993e-04  2.13199739e+00  3.29999974e+00  3.30000000e+00 
 6.00747841e-04  2.16712682e+00  3.29999986e+00  3.30000000e+00 
 6.01000000e-04  2.18933621e+00  3.29999978e+00  3.30000000e+00 
 6.01079770e-04  2.18476369e+00  3.30000011e+00  3.30000000e+00 
 6.01239309e-04  2.17561863e+00  3.30000012e+00  3.30000000e+00 
 6.01558388e-04  2.15732851e+00  3.30000013e+00  3.30000000e+00 
 6.02000000e-04  2.13201461e+00  3.30000013e+00  3.30000000e+00 
 6.02063816e-04  2.11234072e+00  3.30000075e+00  3.30000000e+00 
 6.02191447e-04  2.07299291e+00  3.30000089e+00  3.30000000e+00 
 6.02446711e-04  1.99429728e+00  3.30000109e+00  3.30000000e+00 
 6.02957237e-04  1.83690602e+00  3.30000198e+00  3.30000000e+00 
 6.03000000e-04  1.82372251e+00  3.30000241e+00  3.30000000e+00 
 6.03073706e-04  1.83306297e+00  3.29999901e+00  3.30000000e+00 
 6.03221119e-04  1.85174394e+00  3.29999916e+00  3.30000000e+00 
 6.03469164e-04  1.88317767e+00  3.29999925e+00  3.30000000e+00 
 6.03965254e-04  1.94604514e+00  3.29999947e+00  3.30000000e+00 
 6.04000000e-04  1.95044832e+00  3.29999943e+00  3.30000000e+00 
 6.04069491e-04  1.97174737e+00  3.29999874e+00  3.30000000e+00 
 6.04208474e-04  2.01434549e+00  3.29999900e+00  3.30000000e+00 
 6.04486439e-04  2.09954174e+00  3.29999916e+00  3.30000000e+00 
 6.05000000e-04  2.25694782e+00  3.29999957e+00  3.30000000e+00 
 6.05055593e-04  2.23057849e+00  3.30000079e+00  3.30000000e+00 
 6.05166779e-04  2.17783972e+00  3.30000100e+00  3.30000000e+00 
 6.05389151e-04  2.07236219e+00  3.30000129e+00  3.30000000e+00 
 6.05833896e-04  1.86140712e+00  3.30000267e+00  3.30000000e+00 
 6.06000000e-04  1.78261927e+00  3.30000447e+00  3.30000000e+00 
 6.06068263e-04  1.81172727e+00  3.29999608e+00  3.30000000e+00 
 6.06204789e-04  1.86994337e+00  3.29999787e+00  3.30000000e+00 
 6.06477841e-04  1.98637557e+00  3.29999808e+00  3.30000000e+00 
 6.07000000e-04  2.20902970e+00  3.29999962e+00  3.30000000e+00 
 6.07054610e-04  2.16423520e+00  3.30000163e+00  3.30000000e+00 
 6.07163831e-04  2.07464603e+00  3.30000240e+00  3.30000000e+00 
 6.07382273e-04  1.89546770e+00  3.30000395e+00  3.30000000e+00 
 6.07674313e-04  1.65591951e+00  3.29855320e+00  3.30000000e+00 
 6.08000000e-04  1.38877217e+00  3.41123989e-04  3.30000000e+00 
 6.08017249e-04  1.40115458e+00 -1.86880961e-06  3.29999998e+00 
 6.08051746e-04  1.42591959e+00 -2.20662462e-06  3.30000002e+00 
 6.08120741e-04  1.47544960e+00  1.20556340e-05  3.29999999e+00 
 6.08258730e-04  1.57450962e+00  4.02888490e-02  3.30000001e+00 
 6.08390480e-04  1.66909021e+00  3.29856795e+00  3.29999999e+00 
 6.08483707e-04  1.73601641e+00  3.30088700e+00  3.30000001e+00 
 6.08570097e-04  1.79803393e+00  3.29911486e+00  3.29999999e+00 
 6.08678261e-04  1.87568249e+00  3.30085796e+00  3.30000001e+00 
 6.08894588e-04  2.03097961e+00  3.29915291e+00  3.29999999e+00 
 6.09000000e-04  2.10665308e+00  3.30083614e+00  3.30000001e+00 
 6.09043265e-04  2.09468623e+00  3.30000221e+00  3.30000000e+00 
 6.09129796e-04  2.07075243e+00  3.30000034e+00  3.30000000e+00 
 6.09302858e-04  2.02288482e+00  3.30000136e+00  3.30000000e+00 
 6.09648981e-04  1.92714960e+00  3.30000080e+00  3.30000000e+00 
 6.10000000e-04  1.83006038e+00  3.30000236e+00  3.30000000e+00 
 6.10069225e-04  1.87777381e+00  3.29999556e+00  3.30000000e+00 
 6.10207674e-04  1.97320080e+00  3.29999784e+00  3.30000000e+00 
 6.10484573e-04  2.16405478e+00  3.29999813e+00  3.30000000e+00 
 6.11000000e-04  2.51931592e+00  3.30000016e+00  3.30000000e+00 
 6.11055380e-04  2.50891622e+00  3.30000010e+00  3.30000000e+00 
 6.11166139e-04  2.48811670e+00  3.30000012e+00  3.30000000e+00 
 6.11387658e-04  2.44651767e+00  3.30000014e+00  3.30000000e+00 
 6.11830696e-04  2.36331961e+00  3.30000021e+00  3.30000000e+00 
 6.12000000e-04  2.33152604e+00  3.30000023e+00  3.30000000e+00 
 6.12088608e-04  2.30465728e+00  3.30000039e+00  3.30000000e+00 
 6.12265823e-04  2.25091975e+00  3.30000051e+00  3.30000000e+00 
 6.12620253e-04  2.14344468e+00  3.30000066e+00  3.30000000e+00 
 6.13000000e-04  2.02829277e+00  3.30000099e+00  3.30000000e+00 
 6.13070886e-04  2.06344845e+00  3.29999848e+00  3.30000000e+00 
 6.13212658e-04  2.13375989e+00  3.29999892e+00  3.30000000e+00 
 6.13496202e-04  2.27438278e+00  3.29999919e+00  3.30000000e+00 
 6.14000000e-04  2.52423959e+00  3.29999985e+00  3.30000000e+00 
 6.14056709e-04  2.47820137e+00  3.30000047e+00  3.30000000e+00 
 6.14170126e-04  2.38612477e+00  3.30000087e+00  3.30000000e+00 
 6.14396962e-04  2.20197157e+00  3.30000144e+00  3.30000000e+00 
 6.14850633e-04  1.83366516e+00  3.30000461e+00  3.30000000e+00 
 6.15000000e-04  1.71240345e+00  3.30000662e+00  3.30000000e+00 
 6.15047561e-04  1.73024027e+00  3.29999104e+00  3.30000000e+00 
 6.15142683e-04  1.76591403e+00  3.29999598e+00  3.30000000e+00 
 6.15332927e-04  1.83726157e+00  3.29999689e+00  3.30000000e+00 
 6.15713415e-04  1.97995663e+00  3.29999916e+00  3.30000000e+00 
 6.16000000e-04  2.08743488e+00  3.29999842e+00  3.30000000e+00 
 6.16076098e-04  2.09303012e+00  3.29999980e+00  3.30000000e+00 
 6.16228293e-04  2.10422056e+00  3.29999981e+00  3.30000000e+00 
 6.16532683e-04  2.12660143e+00  3.29999983e+00  3.30000000e+00 
 6.17000000e-04  2.16096174e+00  3.29999983e+00  3.30000000e+00 
 6.17060878e-04  2.12672455e+00  3.30000128e+00  3.30000000e+00 
 6.17182634e-04  2.05825010e+00  3.30000172e+00  3.30000000e+00 
 6.17426147e-04  1.92130118e+00  3.30000251e+00  3.30000000e+00 
 6.17913172e-04  1.64740336e+00  3.29471370e+00  3.30000000e+00 
 6.18000000e-04  1.59857203e+00  1.55310786e+00  3.30000000e+00 
 6.18001962e-04  1.59956353e+00  1.60641373e+00  3.29999992e+00 
 6.18005885e-04  1.60154665e+00  2.26130412e+00  3.30000006e+00 
 6.18009661e-04  1.60345524e+00  2.79531808e+00  3.29999996e+00 
 6.18014373e-04  1.60583703e+00  2.96223195e+00  3.30000003e+00 
 6.18021258e-04  1.60931720e+00  3.07529135e+00  3.29999998e+00 
 6.18028549e-04  1.61300256e+00  3.14415358e+00  3.30000001e+00 
 6.18043131e-04  1.62037327e+00  3.22447099e+00  3.29999999e+00 
 6.18072295e-04  1.63511470e+00  3.28012970e+00  3.30000001e+00 
 6.18130327e-04  1.66444814e+00  3.30016836e+00  3.29999999e+00 
 6.18189319e-04  1.69426725e+00  3.29906110e+00  3.30000001e+00 
 6.18299390e-04  1.74990485e+00  3.30086034e+00  3.29999999e+00 
 6.18477848e-04  1.84010978e+00  3.29915185e+00  3.30000001e+00 
 6.18834763e-04  2.02051964e+00  3.30082091e+00  3.29999999e+00 
 6.19000000e-04  2.10404184e+00  3.29918220e+00  3.30000001e+00 
 6.19056083e-04  2.09978525e+00  3.29999979e+00  3.30000000e+00 
 6.19168250e-04  2.09127200e+00  3.30000048e+00  3.30000000e+00 
 6.19392583e-04  2.07424549e+00  3.29999993e+00  3.30000000e+00 
 6.19841249e-04  2.04019248e+00  3.30000052e+00  3.30000000e+00 
 6.20000000e-04  2.02814357e+00  3.29999996e+00  3.30000000e+00 
 6.20089733e-04  1.97356706e+00  3.30000219e+00  3.30000000e+00 
 6.20269200e-04  1.86441397e+00  3.30000373e+00  3.30000000e+00 
 6.20628133e-04  1.64610778e+00  3.29411902e+00  3.30000000e+00 
 6.21000000e-04  1.41993495e+00  2.97057438e-04  3.30000000e+00 
 6.21022357e-04  1.44032503e+00 -1.37447337e-06  3.29999999e+00 
 6.21067071e-04  1.48110538e+00  1.57615103e-05  3.30000001e+00 
 6.21156499e-04  1.56266608e+00  1.47097220e-02  3.29999999e+00 
 6.21242964e-04  1.64152378e+00  3.28722616e+00  3.30000001e+00 
 6.21303920e-04  1.69711737e+00  3.30135293e+00  3.29999999e+00 
 6.21360519e-04  1.74873709e+00  3.29863321e+00  3.30000001e+00 
 6.21431882e-04  1.81382207e+00  3.30131449e+00  3.29999999e+00 
 6.21574608e-04  1.94399205e+00  3.29870470e+00  3.30000001e+00 
 6.21860061e-04  2.20433199e+00  3.30125923e+00  3.29999999e+00 
 6.22000000e-04  2.33196002e+00  3.29874495e+00  3.30000001e+00 
 6.22057090e-04  2.33475106e+00  3.30000009e+00  3.30000000e+00 
 6.22171271e-04  2.34033304e+00  3.30000047e+00  3.30000000e+00 
 6.22399634e-04  2.35149700e+00  3.29999941e+00  3.30000000e+00 
 6.22856358e-04  2.37382492e+00  3.30000048e+00  3.30000000e+00 
 6.23000000e-04  2.38084718e+00  3.29999942e+00  3.30000000e+00 
 6.23091345e-04  2.32715807e+00  3.30000067e+00  3.30000000e+00 
 6.23274034e-04  2.21977977e+00  3.30000111e+00  3.30000000e+00 
 6.23603072e-04  2.02638367e+00  3.30000178e+00  3.30000000e+00 
 6.24000000e-04  1.79308378e+00  3.30000442e+00  3.30000000e+00 
 6.24065807e-04  1.81222363e+00  3.29999741e+00  3.30000000e+00 
 6.24197422e-04  1.85050344e+00  3.29999821e+00  3.30000000e+00 
 6.24460652e-04  1.92706307e+00  3.29999853e+00  3.30000000e+00 
 6.24987112e-04  2.08018232e+00  3.29999937e+00  3.30000000e+00 
 6.25000000e-04  2.08393078e+00  3.29999903e+00  3.30000000e+00 
 6.25025776e-04  2.09137155e+00  3.29999921e+00  3.30000000e+00 
 6.25077328e-04  2.10625308e+00  3.29999929e+00  3.30000000e+00 
 6.25180433e-04  2.13601614e+00  3.29999930e+00  3.30000000e+00 
 6.25386642e-04  2.19554227e+00  3.29999947e+00  3.30000000e+00 
 6.25799061e-04  2.31459453e+00  3.29999960e+00  3.30000000e+00 
 6.26000000e-04  2.37259923e+00  3.29999972e+00  3.30000000e+00 
 6.26082484e-04  2.32889740e+00  3.30000061e+00  3.30000000e+00 
 6.26247451e-04  2.24149362e+00  3.30000093e+00  3.30000000e+00 
 6.26577386e-04  2.06668606e+00  3.30000142e+00  3.30000000e+00 
 6.27000000e-04  1.84277495e+00  3.30000323e+00  3.30000000e+00 
 6.27065987e-04  1.83085499e+00  3.30000122e+00  3.30000000e+00 
 6.27197961e-04  1.80701511e+00  3.30000143e+00  3.30000000e+00 
 6.27461909e-04  1.75933535e+00  3.30000144e+00  3.30000000e+00 
 6.27989805e-04  1.66397584e+00  3.29930052e+00  3.30000000e+00 
 6.28000000e-04  1.66213417e+00  3.29905250e+00  3.30000000e+00 
 6.28016429e-04  1.67082775e+00  3.29964658e+00  3.29999999e+00 
 6.28049288e-04  1.68821500e+00  3.29993883e+00  3.30000001e+00 
 6.28102927e-04  1.71659835e+00  3.29998249e+00  3.29999999e+00 
 6.28210206e-04  1.77336505e+00  3.29999663e+00  3.30000001e+00 
 6.28424763e-04  1.88689845e+00  3.29999501e+00  3.29999999e+00 
 6.28853878e-04  2.11396524e+00  3.30000096e+00  3.30000001e+00 
 6.29000000e-04  2.19128614e+00  3.29999670e+00  3.29999999e+00 
 6.29060010e-04  2.15886970e+00  3.30000111e+00  3.30000000e+00 
 6.29180031e-04  2.09403669e+00  3.30000148e+00  3.30000000e+00 
 6.29420074e-04  1.96437066e+00  3.30000206e+00  3.30000000e+00 
 6.29900158e-04  1.70503862e+00  3.29999464e+00  3.30000000e+00 
 6.30000000e-04  1.65110576e+00  3.29657525e+00  3.30000000e+00 
 6.30018142e-04  1.65947666e+00  3.29862357e+00  3.29999999e+00 
 6.30054426e-04  1.67621859e+00  3.29980605e+00  3.30000001e+00 
 6.30126993e-04  1.70970245e+00  3.29997886e+00  3.29999999e+00 
 6.30272129e-04  1.77667018e+00  3.29999837e+00  3.30000001e+00 
 6.30562400e-04  1.91060564e+00  3.29999483e+00  3.29999999e+00 
 6.31000000e-04  2.11252119e+00  3.30000181e+00  3.30000001e+00 
 6.31045688e-04  2.11454255e+00  3.29999989e+00  3.30000000e+00 
 6.31137064e-04  2.11858522e+00  3.29999989e+00  3.30000000e+00 
 6.31319817e-04  2.12667056e+00  3.29999989e+00  3.30000000e+00 
 6.31685323e-04  2.14284123e+00  3.29999990e+00  3.30000000e+00 
 6.32000000e-04  2.15676317e+00  3.29999990e+00  3.30000000e+00 
 6.32073101e-04  2.15249198e+00  3.30000013e+00  3.30000000e+00 
 6.32219303e-04  2.14394960e+00  3.30000013e+00  3.30000000e+00 
 6.32511708e-04  2.12686484e+00  3.30000014e+00  3.30000000e+00 
 6.33000000e-04  2.09833463e+00  3.30000015e+00  3.30000000e+00 
 6.33058481e-04  2.08515658e+00  3.30000059e+00  3.30000000e+00 
 6.33175443e-04  2.05880048e+00  3.30000070e+00  3.30000000e+00 
 6.33409366e-04  2.00608826e+00  3.30000075e+00  3.30000000e+00 
 6.33877213e-04  1.90066383e+00  3.30000116e+00  3.30000000e+00 
 6.34000000e-04  1.87299511e+00  3.30000131e+00  3.30000000e+00 
 6.34093569e-04  1.84291653e+00  3.30000200e+00  3.30000000e+00 
 6.34280708e-04  1.78275936e+00  3.30000297e+00  3.30000000e+00 
 6.34654986e-04  1.66244503e+00  3.29908602e+00  3.30000000e+00 
 6.35000000e-04  1.55153765e+00  6.58985221e-03  3.30000000e+00 
 6.35004818e-04  1.55563448e+00  8.24401213e-03  3.29999996e+00 
 6.35014455e-04  1.56382829e+00  1.59795471e-02  3.30000003e+00 
 6.35033728e-04  1.58021591e+00  6.54989931e-02  3.29999997e+00 
 6.35054697e-04  1.59804587e+00  5.04243874e-01  3.30000003e+00 
 6.35086505e-04  1.62509186e+00  3.24461095e+00  3.29999997e+00 
 6.35105911e-04  1.64159346e+00  3.29275555e+00  3.30000003e+00 
 6.35124845e-04  1.65769285e+00  3.29598007e+00  3.29999997e+00 
 6.35150378e-04  1.67940267e+00  3.30194379e+00  3.30000002e+00 
 6.35201442e-04  1.72282231e+00  3.29795907e+00  3.29999998e+00 
 6.35303570e-04  1.80966158e+00  3.30194805e+00  3.30000002e+00 
 6.35445395e-04  1.93025367e+00  3.29808415e+00  3.29999998e+00 
 6.35729043e-04  2.17143787e+00  3.30186520e+00  3.30000002e+00 
 6.36000000e-04  2.40183098e+00  3.29814952e+00  3.29999998e+00 
 6.36051846e-04  2.36968909e+00  3.29999988e+00  3.30000000e+00 
 6.36155537e-04  2.30540513e+00  3.30000162e+00  3.30000000e+00 
 6.36362920e-04  2.17683720e+00  3.30000047e+00  3.30000000e+00 
 6.36777685e-04  1.91970136e+00  3.30000350e+00  3.30000000e+00 
 6.37000000e-04  1.78187599e+00  3.30000471e+00  3.30000000e+00 
 6.37082953e-04  1.75845570e+00  3.30000245e+00  3.30000000e+00 
 6.37248859e-04  1.71161516e+00  3.29999747e+00  3.30000000e+00 
 6.37580671e-04  1.61793409e+00  3.20929170e+00  3.30000000e+00 
 6.37909590e-04  1.52506993e+00  9.71966097e-04  3.30000000e+00 
 6.38000000e-04  1.49954439e+00 -2.07057966e-04  3.30000000e+00 
 6.38031051e-04  1.51012148e+00  1.80922649e-04  3.30000000e+00 
 6.38093153e-04  1.53127574e+00  1.09320898e-03  3.30000000e+00 
 6.38217358e-04  1.57358426e+00  3.73898515e-02  3.30000000e+00 
 6.38341689e-04  1.61593591e+00  3.18116421e+00  3.30000000e+00 
 6.38428816e-04  1.64561457e+00  3.29457259e+00  3.30000000e+00 
 6.38510149e-04  1.67331958e+00  3.29893205e+00  3.30000000e+00 
 6.38615353e-04  1.70915587e+00  3.30075269e+00  3.30000000e+00 
 6.38779390e-04  1.76503252e+00  3.29924757e+00  3.30000000e+00 
 6.39000000e-04  1.84018036e+00  3.30072975e+00  3.30000000e+00 
 6.39032807e-04  1.86085601e+00  3.29999641e+00  3.30000000e+00 
 6.39098422e-04  1.90220736e+00  3.29999639e+00  3.30000000e+00 
 6.39229651e-04  1.98491006e+00  3.29999801e+00  3.30000000e+00 
 6.39492109e-04  2.15031545e+00  3.29999831e+00  3.30000000e+00 
 6.40000000e-04  2.47039698e+00  3.29999996e+00  3.30000000e+00 
 6.40052492e-04  2.42673405e+00  3.30000063e+00  3.30000000e+00 
 6.40157475e-04  2.33940802e+00  3.30000106e+00  3.30000000e+00 
 6.40367441e-04  2.16475595e+00  3.30000166e+00  3.30000000e+00 
 6.40787374e-04  1.81545182e+00  3.30000515e+00  3.30000000e+00 
 6.41000000e-04  1.63858743e+00  3.28727080e+00  3.30000000e+00 
 6.41036505e-04  1.64386695e+00  3.29220724e+00  3.30000000e+00 
 6.41109514e-04  1.65442612e+00  3.29755192e+00  3.30000000e+00 
 6.41255533e-04  1.67554445e+00  3.29979909e+00  3.30000000e+00 
 6.41547571e-04  1.71778111e+00  3.29999307e+00  3.30000000e+00 
 6.42000000e-04  1.78321478e+00  3.29999756e+00  3.30000000e+00 
 6.42058407e-04  1.79032341e+00  3.29999864e+00  3.30000000e+00 
 6.42175223e-04  1.80454066e+00  3.29999887e+00  3.30000000e+00 
 6.42408853e-04  1.83297516e+00  3.29999904e+00  3.30000000e+00 
 6.42876113e-04  1.88984415e+00  3.29999936e+00  3.30000000e+00 
 6.43000000e-04  1.90492208e+00  3.29999933e+00  3.30000000e+00 
 6.43093452e-04  1.86580852e+00  3.30000231e+00  3.30000000e+00 
 6.43280356e-04  1.78758133e+00  3.30000380e+00  3.30000000e+00 
 6.43611973e-04  1.64878573e+00  3.29546955e+00  3.30000000e+00 
 6.43945355e-04  1.50925148e+00  5.27177992e-04  3.30000000e+00 
 6.44000000e-04  1.48638040e+00 -2.98867961e-04  3.30000000e+00 
 6.44031034e-04  1.49065311e+00  4.23228872e-05  3.30000000e+00 
 6.44093102e-04  1.49919861e+00  7.87670483e-05  3.30000000e+00 
 6.44217237e-04  1.51628962e+00  3.06314613e-04  3.30000000e+00 
 6.44465508e-04  1.55047163e+00  5.49386033e-03  3.30000000e+00 
 6.44798961e-04  1.59638159e+00  4.26878894e-01  3.30000000e+00 
 6.45000000e-04  1.62406063e+00  3.24603278e+00  3.30000000e+00 
 6.45024851e-04  1.64128027e+00  3.28946440e+00  3.30000000e+00 
 6.45074552e-04  1.67571961e+00  3.29984423e+00  3.30000000e+00 
 6.45152069e-04  1.72943295e+00  3.29993279e+00  3.30000000e+00 
 6.45235422e-04  1.78718998e+00  3.30004599e+00  3.30000000e+00 
 6.45402128e-04  1.90270403e+00  3.29994544e+00  3.30000000e+00 
 6.45735539e-04  2.13373212e+00  3.30004844e+00  3.30000000e+00 
 6.46000000e-04  2.31698330e+00  3.29994959e+00  3.30000000e+00 
 6.46058167e-04  2.29737600e+00  3.30000042e+00  3.30000000e+00 
 6.46174502e-04  2.25816127e+00  3.30000058e+00  3.30000000e+00 
 6.46407171e-04  2.17973182e+00  3.30000064e+00  3.30000000e+00 
 6.46872508e-04  2.02287292e+00  3.30000112e+00  3.30000000e+00 
 6.47000000e-04  1.97989729e+00  3.30000129e+00  3.30000000e+00 
 6.47093068e-04  1.99052983e+00  3.29999956e+00  3.30000000e+00 
 6.47279203e-04  2.01179495e+00  3.29999963e+00  3.30000000e+00 
 6.47645303e-04  2.05362034e+00  3.29999963e+00  3.30000000e+00 
 6.48000000e-04  2.09414287e+00  3.29999972e+00  3.30000000e+00 
 6.48073220e-04  2.08208208e+00  3.30000043e+00  3.30000000e+00 
 6.48219660e-04  2.05796045e+00  3.30000051e+00  3.30000000e+00 
 6.48512541e-04  2.00971720e+00  3.30000054e+00  3.30000000e+00 
 6.49000000e-04  1.92942300e+00  3.30000077e+00  3.30000000e+00 
 6.49058576e-04  1.95339701e+00  3.29999820e+00  3.30000000e+00 
 6.49175728e-04  2.00134512e+00  3.29999862e+00  3.30000000e+00 
 6.49410033e-04  2.09724134e+00  3.29999887e+00  3.30000000e+00 
 6.49878642e-04  2.28903377e+00  3.29999951e+00  3.30000000e+00 
 6.50000000e-04  2.33870337e+00  3.29999941e+00  3.30000000e+00 
 6.50066893e-04  2.31799417e+00  3.30000038e+00  3.30000000e+00 
 6.50200680e-04  2.27657568e+00  3.30000048e+00  3.30000000e+00 
 6.50468253e-04  2.19373870e+00  3.30000058e+00  3.30000000e+00 
