 v-sweep         v(vinp)         v(voutp)       
 9.78000000e-01  9.78000000e-01  8.08573787e-01 
 9.79000000e-01  9.79000000e-01  8.08574711e-01 
 9.80000000e-01  9.80000000e-01  8.08579590e-01 
 9.81000000e-01  9.81000000e-01  8.08588469e-01 
 9.82000000e-01  9.82000000e-01  8.08603989e-01 
 9.83000000e-01  9.83000000e-01  8.08597588e-01 
 9.84000000e-01  9.84000000e-01  8.08603442e-01 
 9.85000000e-01  9.85000000e-01  8.08626884e-01 
 9.86000000e-01  9.86000000e-01  8.08613362e-01 
 9.87000000e-01  9.87000000e-01  8.08629816e-01 
 9.88000000e-01  9.88000000e-01  8.08643197e-01 
 9.89000000e-01  9.89000000e-01  8.08648905e-01 
 9.90000000e-01  9.90000000e-01  8.08639991e-01 
 9.91000000e-01  9.91000000e-01  8.08649333e-01 
 9.92000000e-01  9.92000000e-01  8.08652879e-01 
 9.93000000e-01  9.93000000e-01  8.08683850e-01 
 9.94000000e-01  9.94000000e-01  8.08686873e-01 
 9.95000000e-01  9.95000000e-01  8.08691640e-01 
 9.96000000e-01  9.96000000e-01  8.08670634e-01 
 9.97000000e-01  9.97000000e-01  8.08674187e-01 
 9.98000000e-01  9.98000000e-01  8.08682670e-01 
 9.99000000e-01  9.99000000e-01  8.08699214e-01 
 1.00000000e+00  1.00000000e+00  8.08680109e-01 
